"학교명","설립별","지역별","교외장학금 소계(원)","교외장학금 국가","교외장학금 지방자치단체","교외장학금 사설및기타","교내장학금 소계(원)","교내장학금 성적우수장학금","교내장학금 저소득층장학금","교내장학금 근로장학금","교내장학금 재난장학금","교내장학금 교직원장학금","교내장학금 기타장학금","총계(원)"
"세한대학교","사립","전남","8969327377","8807419377","1508000","160400000","2589301636","428533400","269213000","79393936","0","9844000","1802317300","11558629013"
"송곡대학교","사립","강원","1791474871","1713859871","73365000","4250000","713862394","134838800","21132000","67586644","0","0","490304950","2505337265"
"송원대학교","사립","광주","9001693871","8930593871","4500000","66600000","3376346644","265788750","0","115138224","0","101442310","2893977360","12378040515"
"송호대학교","사립","강원","2308022792","2187320292","82902500","37800000","516536061","114854000","0","46636640","0","14680866","340364555","2824558853"
"수성대학교","사립","대구","10912615863","10839547863","0","73068000","3603964432","640511000","56222000","91446832","0","14650000","2801134600","14516580295"
"수원가톨릭대학교","사립","경기","532821550","232217550","0","300604000","520779450","28543200","27500000","0","0","0","464736250","1053601000"
"수원과학대학교","사립","경기","9079678868","8944848468","7505400","127325000","3202666286","1154441000","350298900","105363886","0","29393000","1563169500","12282345154"
"수원대학교","사립","경기","18165114536","17974135256","19604280","171375000","12625976464","6417733000","3946934000","407316464","0","19682000","1834311000","30791091000"
"수원여자대학교","사립","경기","9415461078","9361158118","4572960","49730000","3801313198","747752667","1697568781","449123820","0","23904000","882963930","13216774276"
"숙명여자대학교","사립","서울","20204822825","18634797835","102503080","1467521910","13965834318","5584630000","4260658070","1401364316","0","27767000","2691414932","34170657143"
"순복음총회신학교","사립","충북","436915000","436915000","0","0","102750000","5400000","0","0","0","0","97350000","539665000"
"순천대학교","국공립","전남","14622109036","14165403066","174723160","281982810","3965946329","1755559500","1333078000","298039479","16900000","0","562369350","18588055365"
"순천제일대학교","사립","전남","7500508846","7461008846","0","39500000","1838582180","228898000","2865000","67543180","0","40216000","1499060000","9339091026"
"순천향대학교","사립","충남","27853554137","26997495380","22973600","833085157","15558064170","4933229380","3953286230","655004060","62900050","156212000","5797432450","43411618307"
"숭실대학교","사립","서울","29301525156","26630755304","440970630","2229799222","14164269656","3338774600","2177360720","1110621976","65094230","33651000","7438767130","43465794812"
"숭실사이버대학교","사립","서울","8970719223","8959299170","3940000","7480053","4409972947","231554000","1222881000","0","0","142880000","2812657947","13380692170"
"숭의여자대학교","사립","서울","8634942161","8562798661","16558500","55585000","2762389724","863018270","795653620","485443784","12425000","0","605849050","11397331885"
"신구대학교","사립","경기","16798247028","16635974528","8302800","153969700","5650550262","1163067900","2357574900","602105662","19616200","73039400","1435146200","22448797290"
"신라대학교","사립","부산","21171471615","20906561865","65987000","198922750","7251294127","1948302750","1687233320","382826400","0","42372350","3190559307","28422765742"
"신성대학교","사립","충남","8991879118","8802275358","6053760","183550000","2403476332","293886500","484601500","106380522","0","41805000","1476802810","11395355450"
"신안산대학교","사립","경기","7487578030","7282713930","86214100","118650000","1959390760","325019000","11535000","15856260","0","17666000","1589314500","9446968790"
"신한대학교","사립","경기","18447897319","17121248319","1124416400","202232600","8234415496","2388990000","2435505410","328420846","0","93500000","2987999240","26682312815"
"아신대학교","사립","경기","1663213549","1610688049","0","52525500","375531398","89194000","27162000","95148398","25478000","0","138549000","2038744947"
"아주대학교","사립","경기","19430043156","18189793046","43261960","1196988150","12050809347","3886133105","2656321460","1613440010","0","55784000","3839130772","31480852503"
"아주자동차대학교","사립","충남","1489546540","1437423540","41123000","11000000","562279050","216388200","98971200","45979310","0","0","200940340","2051825590"
"안동과학대학교","사립","경북","6479182903","6389777583","5213720","84191600","1920403172","472621250","11860000","65853752","0","54133100","1315935070","8399586075"
"안동대학교","국공립","경북","13436987061","12873838841","187337020","375811200","3017001294","1668790020","757852660","286824814","0","0","303533800","16453988355"
"안산대학교","사립","경기","11677456519","11507585119","57361350","112510050","3553636431","1011196050","1126130260","36175864","0","17776350","1362357907","15231092950"
"안양대학교","사립","경기","11418245109","11305669109","21034600","91541400","5338844838","2297116350","760810133","741123708","1740200","91969000","1446085447","16757089947"
"여주대학교","사립","경기","11544158847","10758362547","8746300","777050000","2710807330","597783700","834510600","26623880","0","99466000","1152423150","14254966177"
"연성대학교","사립","경기","17346864209","17063073719","118851490","164939000","5496914362","856260000","1560878000","419731682","41000000","28926000","2590118680","22843778571"
"연세대학교","사립","서울","35132481903","29642519763","318693880","5171268260","33143002842","10253048080","15133481547","2175644086","81334500","753463700","4746030929","68275484745"
"연세대학교(미래)","사립","강원","14447480457","13588735307","188493076","670252074","9437584552","2386634534","2165996620","1065399248","383700000","69537000","3366317150","23885065009"
"연암공과대학교","사립","경남","3220285897","3185956897","11179000","23150000","1085802355","501630000","342407200","40057855","0","3404000","198303300","4306088252"
"연암대학교","사립","충남","4324801820","4237082540","3719280","84000000","826672690","313348000","264600000","113120410","0","5780000","129824280","5151474510"
"영남대학교","사립","경북","55679010200","54010997840","132613260","1535399100","22210657605","10259596300","5847527650","647894575","0","336805800","5118833280","77889667805"
"영남신학대학교","사립","경북","1524638313","1490038313","0","34600000","402462172","19577000","146986000","30744172","0","1258000","203897000","1927100485"
"영남외국어대학","사립","경북","71681093","68043093","1438000","2200000","749115862","69219000","182550000","7455362","0","0","489891500","820796955"
"영남이공대학교","사립","대구","16254690709","16149856181","2877120","101957408","6075938067","595945000","69609000","507448374","0","18297000","4884638693","22330628776"
"영산대학교","사립","경남","16236803264","15987716774","156005330","93081160","6215182006","523272200","2226659040","74391706","1800000","202535200","3186523860","22451985270"
"영산선학대학교","사립","전남","41200000","0","0","41200000","74000000","0","0","0","0","0","74000000","115200000"
"영진사이버대학교","사립","대구","6697658666","6693869000","0","3789666","1141049234","154228000","75918000","0","0","12600000","898303234","7838707900"
"영진전문대학교","사립","대구","21775500123","21576403943","786480","198309700","6899876564","1648421844","113355500","383021560","0","109761000","4645316660","28675376687"
"예수대학교","사립","전북","1566918718","1536768718","0","30150000","414235392","151322000","129872000","11191392","0","0","121850000","1981154110"
"예원예술대학교","사립","전북","2140911180","2107059580","3000000","30851600","2515372476","267173500","122430000","18568976","0","0","2107200000","4656283656"
"오산대학교","사립","경기","10787030924","10732970524","4284400","49776000","3186379406","1844491570","6738000","26915396","0","55817430","1252417010","13973410330"
"용인대학교","사립","경기","14394528302","14045826152","91410350","257291800","5637831288","1867604000","1398295000","152541788","9349000","103582000","2106459500","20032359590"
"용인예술과학대학교","사립","경기","7521798712","7413308002","63870710","44620000","2149708808","727710240","123660450","52214978","0","99709000","1146414140","9671507520"
"우석대학교","사립","전북","18204168414","17916614584","44447250","243106580","6003897669","1118374750","1954001940","214471229","0","113904000","2603145750","24208066083"
"우송대학교","사립","대전","24247325829","23984516769","93984690","168824370","13836587552","6792234140","941678490","3840406241","10428600","18994200","2232845881","38083913381"
"우송정보대학","사립","대전","10910756905","10768576385","3517520","138663000","2491568575","310773350","0","79734190","0","0","2101061035","13402325480"
"울산과학기술원","국공립","울산","3684999520","3073952603","409654000","201392917","7183694734","5258055000","66888000","33819129","0","0","1824932605","10868694254"
"울산과학대학교","사립","울산","12666826407","12068626407","50500000","547700000","3524930708","825423000","1002235340","199401748","0","57755000","1440115620","16191757115"
"울산대학교","사립","울산","28276841301","23878536382","366519670","4031785249","8510500870","3558888320","1688609860","797567556","0","198595200","2266839934","36787342171"
"원광대학교","사립","전북","35415882326","34291734084","334166830","789981412","14784524650","2698288002","4886149321","327558002","0","357129417","6515399908","50200406976"
"원광디지털대학교","사립","전북","8582302922","8575002922","0","7300000","2318083134","176244000","340747500","10642634","0","39096000","1751353000","10900386056"
"원광보건대학교","사립","전북","14672596089","14208631789","383625500","80338800","3096155793","776985600","430446450","159069493","0","45481000","1684173250","17768751882"
"위덕대학교","사립","경북","7570223382","7358916002","145491380","65816000","4361366773","566370700","16274000","44004706","0","83080000","3651637367","11931590155"
"유원대학교","사립","충북","9752907144","9668873144","18800000","65234000","5535336256","820924000","24735000","80168956","0","70475000","4539033300","15288243400"
"유한대학교","사립","경기","13412113266","13119837206","12355560","279920500","3628909970","1446354000","1351162700","526348940","18800000","17511000","268733330","17041023236"
"을지대학교","사립","대전","9754151575","9252238715","286065960","215846900","7108564115","2013563200","3745928520","326560395","0","8460900","1014051100","16862715690"
"이화여자대학교","사립","서울","25472300773","21635351365","295379200","3541570208","25715286585","7760643790","12307661765","584908560","0","105022000","4957050470","51187587358"
"인덕대학교","사립","서울","17489187967","17245379867","65280100","178528000","4427188900","850058900","2370896100","513078900","0","136320950","556834050","21916376867"
"인제대학교","사립","경남","20891402403","20153857383","64137200","673407820","8966536321","2306160900","2933601170","591890074","37374592","81890100","3015619485","29857938724"
"인천가톨릭대학교","사립","인천","1616032797","1498106547","6026750","111899500","892580848","258747750","93540000","41818802","0","0","498474296","2508613645"
"인천대학교","국공립","인천","26144794985","25386202501","76244780","682347704","10576123644","3776064501","2685905890","2041006638","719400","0","2072427215","36720918629"
"인천재능대학교","사립","인천","10274423526","10223737246","8013800","42672480","3123494274","518070000","904744340","93740024","0","60320600","1546619310","13397917800"
"인하공업전문대학","사립","인천","18798737990","18675749920","47718070","75270000","7063425302","1413391140","1635266370","1383134972","0","6640000","2624992820","25862163292"
"인하대학교","사립","인천","36747077151","34434296536","195595610","2117185005","20112633117","5660237400","5261217800","3070685327","0","180060000","5940432590","56859710268"
"장로회신학대학교","사립","서울","2092373680","1986300680","6000000","100073000","503072440","175625300","146541600","80991440","0","0","99914100","2595446120"
"장안대학교","사립","경기","8198426212","8170749212","0","27677000","3109312178","809791000","317418000","34421938","10200000","9846000","1927635240","11307738390"
"전남과학대학교","사립","전남","11945475082","11890375082","3000000","52100000","2284657458","122400000","398600000","110508968","0","105010000","1548138490","14230132540"
"전남대학교","국공립","광주","40165646639","38033591209","65197240","2066858190","12082371998","6150780810","3297897360","638283968","0","0","1995409860","52248018637"
"전남도립대학교","국공립","전남","1639274600","1560282600","21500000","57492000","635423205","115555000","1000000","34064205","0","0","484804000","2274697805"
"전북과학대학교","사립","전북","5515813518","5485653518","0","30160000","1531786002","196017000","138936000","84547192","0","74039000","1038246810","7047599520"
"전북대학교","국공립","전북","36181145503","34351535543","372101960","1457508000","12720264710","4767599750","4001777200","1677322090","37693100","0","2235872570","48901410213"
"전주교육대학교","국공립","전북","1329578660","1275807160","7153500","46618000","430976000","232282000","90121400","11808600","0","0","96764000","1760554660"
"전주기전대학","사립","전북","6218309290","6171219290","2254000","44836000","1762890525","82950000","5980000","145514265","0","60156500","1468289760","7981199815"
"전주대학교","사립","전북","32718045402","31304748782","678645140","734651480","11094567633","1460470500","3087411635","1095967748","12928175","65848500","5371941075","43812613035"
"전주비전대학교","사립","전북","10567318687","10459366427","2000000","105952260","2344026848","240598350","0","59351738","6600000","35160000","2002316760","12911345535"
"제주관광대학교","사립","제주","5116685087","5060935087","650000","55100000","952000000","108244550","0","65428818","0","11586000","766740632","6068685087"
"제주국제대학교","사립","제주","603722037","557234037","2000000","44488000","1067480478","125662000","63624000","20404228","0","18996000","838794250","1671202515"
"제주대학교","국공립","제주","19479259861","18280748101","376769120","821742640","5819789464","1964738200","1582302600","1134207224","0","0","1138541440","25299049325"
"제주한라대학교","사립","제주","12233314710","12073877950","68936760","90500000","2614760825","565247010","231514340","234038810","0","74689000","1509271665","14848075535"
"조선간호대학교","사립","광주","1750563678","1737416678","3147000","10000000","427496542","192709600","168489000","1613692","0","0","64684250","2178060220"
"조선대학교","사립","광주","47627319896","46910124796","21090300","696104800","18984750973","6688450450","6162406490","444491784","78553010","294755200","5316094039","66612070869"
"조선이공대학교","사립","광주","8079820169","8058820169","4500000","16500000","1787508190","173560500","9350000","48357690","0","11566000","1544674000","9867328359"
"중부대학교","사립","충남","19095234140","18974455440","18535700","102243000","9821097720","2461706500","2881354360","1038817700","4000000","64724000","3370495160","28916331860"
"중앙대학교","사립","서울","44446198528","40502751210","367924300","3575523018","29957444542","9308987000","12167906820","1782267640","0","172461000","6525822082","74403643070"
"중앙승가대학교","사립","경기","320798680","116746680","0","204052000","32940000","8850000","0","0","0","0","24090000","353738680"
"중원대학교","사립","충북","7018842364","6960413024","24984940","33444400","9563105280","1239055500","31993000","75714120","0","31100000","8185242660","16581947644"
"진주교육대학교","국공립","경남","2477931361","2371655761","8687000","97588600","984072484","261193400","218671900","93609184","0","0","410598000","3462003845"
"진주보건대학교","사립","경남","8052593530","7979703370","7390160","65500000","2241725440","403049900","347542300","56933240","0","30020000","1404180000","10294318970"
"차의과학대학교","사립","경기","6024573019","5914447439","15904560","94221020","2953713478","472643120","1180497160","154658356","0","0","1145914842","8978286497"
"창신대학교","사립","경남","6009388297","5061487940","10543560","937356797","1612986674","367562200","502812900","110495804","0","6500000","625615770","7622374971"
"창원대학교","국공립","경남","15866975634","15281098354","29173900","556703380","5377225226","1662818800","1612773300","1092419286","0","0","1009213840","21244200860"
"창원문성대학교","사립","경남","4613026262","4568656262","8220000","36150000","1200809328","383390000","3600000","51552328","0","3620000","758647000","5813835590"
"청강문화산업대학교","사립","경기","11329217719","10897012107","17772760","414432852","2577509537","673570400","1271574747","371579390","0","7300000","253485000","13906727256"
"청암대학교","사립","전남","6514137081","6437201081","0","76936000","1757419484","450624700","41839000","60380954","0","9029300","1195545530","8271556565"
"청운대학교","사립","충남","19832105977","19712834097","6395880","112876000","7117279809","1205983820","937791665","301678746","37260000","77321500","4557244078","26949385786"
"청주교육대학교","국공립","충북","1382852004","1202797004","17100000","162955000","636754456","196820000","189686000","75393456","0","0","174855000","2019606460"
"청주대학교","사립","충북","23682923958","23269151198","56996260","356776500","15029227720","6603685340","4797709470","333068660","0","182929500","3111834750","38712151678"
"초당대학교","사립","전남","8222177885","8013397885","0","208780000","4194734740","300464920","130444000","60361720","0","44260980","3659203120","12416912625"
"총신대학교","사립","서울","4826408848","4516869848","36500000","273039000","1587729242","372468200","501001500","277163342","175105300","22066000","239924900","6414138090"
"추계예술대학교","사립","서울","2529528480","2474516480","20049000","34963000","1136975160","423332000","389429000","74042000","101869660","0","148302500","3666503640"
"춘천교육대학교","국공립","강원","2196936438","2145816438","6000000","45120000","614564222","289940000","165565000","133649222","0","0","25410000","2811500660"
"춘해보건대학교","사립","울산","7987670564","7797535564","100000000","90135000","1789225325","737665000","527101499","155102826","0","3666000","365690000","9776895889"
"충남대학교","국공립","대전","28087414555","26831587895","90999220","1164827440","12317615615","5769514700","3003731130","1300081965","0","0","2244287820","40405030170"
"충남도립대학교","국공립","충남","1976513361","1652306361","300034000","24173000","1115029014","138090500","194771500","101122774","0","0","681044240","3091542375"
"충북대학교","국공립","충북","26570093739","25363954939","108593230","1097545570","11278086245","4595690860","1931177070","2441512395","0","8232000","2301473920","37848179984"
"충북도립대학교","국공립","충북","1207503320","997007150","177072960","33423210","448898550","152569250","47739280","20055820","0","0","228534200","1656401870"
"충북보건과학대학교","사립","충북","6476459267","6415539747","7619520","53300000","1929059938","401829540","471753060","53261158","0","46199000","956017180","8405519205"
"충청대학교","사립","충북","9173348652","9066499692","15918960","90930000","2756661120","434553290","820632615","189663855","0","27962000","1283849360","11930009772"
"칼빈대학교","사립","경기","926267362","884332362","1395000","40540000","1067165078","42110000","0","53535278","0","10620000","960899800","1993432440"
"평택대학교","사립","경기","7856177603","7725997603","9500000","120680000","4096491206","1210968000","975074000","182744106","9000000","78128000","1640577100","11952668809"
"포항공과대학교","사립","경북","4037823627","3688230827","0","349592800","4266073808","90200000","89550000","466586468","2000000","0","3617737340","8303897435"
"포항대학교","사립","경북","5137256081","4977507081","83049000","76700000","1087536160","161410000","1710000","81892496","0","3114000","839409664","6224792241"
"한경국립대학교","국공립","경기","9510734058","9389305348","88513590","32915120","3706120012","1655732850","487295490","973655152","0","0","589436520","13216854070"
"한국골프대학교","사립","강원","1372924500","1296454500","44570000","31900000","634263100","89885500","325000","6900000","0","0","537152600","2007187600"
"한국공학대학교","사립","경기","14745297527","14322056487","40607360","382633680","9718587647","3605099519","1825745000","815379428","0","30663000","3441700700","24463885174"
"한국과학기술원","국공립","대전","4961216172","4752846172","12500000","195870000","20751926170","3901706600","221488000","195481480","0","0","16433250090","25713142342"
"한국관광대학교","사립","경기","4569463038","4553145218","2100600","14217220","1546498776","162929300","174663134","55787758","0","6559000","1146559584","6115961814"
"한국교원대학교","국공립","충북","3960790428","3744759218","23645810","192385400","1832523052","311288500","462072840","907818232","0","0","151343480","5793313480"
"한국교통대학교","국공립","충북","16844157461","16591627661","64972150","187557650","6071839554","3573412950","377255000","1080320244","0","0","1040851360","22915997015"
"한국국제대학교","사립","경남","618486879","597186879","17300000","4000000","1154881046","198691000","348000","1619876","0","2724000","951498170","1773367925"
"한국기술교육대학교","사립","충남","7498975571","7413629341","4206350","81139880","6081062838","2192235160","161872500","2003141978","0","9850200","1713963000","13580038409"
"한국농수산대학교","국공립","전북","175087500","175087500","0","0","284613840","37000000","0","184271720","0","0","63342120","459701340"
"한국방송통신대학교","국공립","서울","14286127074","14047857284","11862130","226407660","8182355185","3502246915","662581920","1218197580","0","0","2799328770","22468482259"
"한국복지대학교","국공립","경기","1310229717","1306970167","1000000","2259550","323921036","43233590","50450000","107932746","0","0","122304700","1634150753"
"한국복지사이버대학","사립","경북","3597045000","3597045000","0","0","1879512000","89100000","24045000","0","0","1260000","1765107000","5476557000"
"한국성서대학교","사립","서울","3060002437","2960755637","42000000","57246800","1182467900","263449000","100499000","289944500","0","3176000","525399400","4242470337"
"한국승강기대학교","사립","경남","1956488620","1931485870","2706750","22296000","769379972","240974000","251253000","15656272","0","0","261496700","2725868592"
"한국에너지공과대학교","국공립","전남","0","0","0","0","1681500000","0","0","0","0","0","1681500000","1681500000"
"한국열린사이버대학교","사립","서울","6762642250","6758991250","3651000","0","3489911250","237786200","140407930","0","0","67932700","3043784420","10252553500"
"한국영상대학교","사립","세종","9852075757","9735067277","4396680","112611800","2545769056","830373600","669356680","281070116","0","6300000","758668660","12397844813"
"한국예술종합학교","국공립","서울","4101594117","3710406397","22000000","369187720","1453804033","971398000","8670000","365790033","0","0","107946000","5555398150"
"한국외국어대학교","사립","서울","28761237688","26385548788","345594690","2030094210","15395055923","3934482750","6072994254","737767044","0","57680500","4592131375","44156293611"
"한국전통문화대학교(일반)","국공립","충남","802861255","773861255","0","29000000","881416360","518796500","10500000","32629560","0","0","319490300","1684277615"
"한국체육대학교","국공립","서울","4783976389","4555852889","30285500","197838000","2404631566","2026784000","193617000","44230566","0","0","140000000","7188607955"
"한국침례신학대학교","사립","대전","5633333019","5308123134","0","325209885","618897675","91893500","284668883","80272472","0","15806600","146256220","6252230694"
"한국폴리텍 I 대학 서울강서캠퍼스","사립","서울","525642320","513348320","1247000","11047000","118593000","53621000","22893000","33350000","0","1247000","7482000","644235320"
"한국폴리텍 I 대학 서울정수캠퍼스","사립","서울","1347521738","1315079738","1247000","31195000","297896910","101007000","107356000","67607500","0","7482000","14444410","1645418648"
"한국폴리텍 I 대학 성남캠퍼스","사립","경기","687878660","667962660","2216000","17700000","163182000","64448000","34048000","54350000","0","4864000","5472000","851060660"
"한국폴리텍 I 대학 제주캠퍼스","사립","제주","50690000","48090000","0","2600000","10938000","5410000","4328000","1200000","0","0","0","61628000"
"한국폴리텍 II 대학 남인천캠퍼스","사립","인천","68286000","46139000","0","22147000","14964000","11223000","3741000","0","0","0","0","83250000"
"한국폴리텍 II 대학 인천캠퍼스","사립","인천","2234159200","2137078200","1247000","95834000","423168950","162110000","36536700","172460000","0","2494000","49568250","2657328150"
"한국폴리텍 III 대학 강릉캠퍼스","사립","강원","182869000","173159000","0","9710000","33693580","11342000","6541300","4424280","0","1315500","10070500","216562580"
"한국폴리텍 III 대학 원주캠퍼스","사립","강원","120778000","102178000","0","18600000","16315000","2174000","7728000","473000","0","0","5940000","137093000"
"한국폴리텍 III 대학 춘천캠퍼스","사립","강원","324764000","296704000","2000000","26060000","59356000","34048000","4864000","16188000","0","0","4256000","384120000"
"한국폴리텍 IV 대학 대전캠퍼스","사립","대전","982416067","939359987","6296080","36760000","186807673","66880000","26717000","77200000","0","4864000","11146673","1169223740"
"한국폴리텍 IV 대학 아산캠퍼스","사립","충남","521326494","494286494","0","27040000","105152000","51072000","11400000","36600000","0","4864000","1216000","626478494"
"한국폴리텍 IV 대학 청주캠퍼스","사립","충북","889749330","874149330","0","15600000","171515000","59584000","4864000","95819000","0","4864000","6384000","1061264330"
"한국폴리텍 IV 대학 홍성캠퍼스","사립","충남","216538000","181776000","24132000","10630000","40486000","24886000","0","15600000","0","0","0","257024000"
"한국폴리텍 V 대학 광주캠퍼스","사립","광주","1035428600","1006976000","1200000","27252600","174892500","70528000","30912500","58252000","0","2432000","12768000","1210321100"
"한국폴리텍 V 대학 익산캠퍼스","사립","전북","134372500","131772500","0","2600000","25940000","17024000","7700000","0","0","1216000","0","160312500"
"한국폴리텍 V 대학 전남캠퍼스","사립","전남","215646600","203088000","816600","11742000","34818000","20558000","9632000","300000","0","0","4328000","250464600"
"한국폴리텍 V 대학 전북캠퍼스","사립","전북","503557834","487255834","0","16302000","100856000","44099000","35449500","3900000","0","2321000","15086500","604413834"
"한국폴리텍 VI 대학 구미캠퍼스","사립","경북","642671894","623613334","4858560","14200000","138640000","46208000","36000000","20560000","0","2432000","33440000","781311894"
"한국폴리텍 VI 대학 대구캠퍼스","사립","대구","664647667","621287667","0","43360000","121012080","52288000","26766000","39526080","0","2432000","0","785659747"
"한국폴리텍 VI 대학 영남융합기술캠퍼스","사립","대구","211726000","192736000","0","18990000","54492000","30400000","16586000","5682000","0","0","1824000","266218000"
"한국폴리텍 VI 대학 영주캠퍼스","사립","경북","70002000","62902000","5000000","2100000","10488000","4328000","3180000","2980000","0","0","0","80490000"
"한국폴리텍 VII 대학 부산캠퍼스","사립","부산","1093321217","1057805217","2216000","33300000","197765494","69312000","28811500","68498480","0","6080000","25063514","1291086711"
"한국폴리텍 VII 대학 울산캠퍼스","사립","울산","783853334","689877334","44500000","49476000","170446000","57152000","22504000","77414000","0","2432000","10944000","954299334"
"한국폴리텍 VII 대학 창원캠퍼스","사립","경남","1841328500","1785372500","4216000","51740000","306340000","121600000","41344000","118000000","0","9728000","15668000","2147668500"
"한국폴리텍 특성화대학 로봇캠퍼스","사립","경북","209350000","202250000","0","7100000","32132000","26132000","0","6000000","0","0","0","241482000"
"한국폴리텍 특성화대학 바이오캠퍼스","사립","충남","534601250","492401250","0","42200000","114817917","46710000","38826667","10800000","0","11887500","6593750","649419167"
"한국폴리텍 특성화대학 반도체융합캠퍼스","사립","경기","521452000","513152000","0","8300000","151546000","64448000","5776000","75242000","0","6080000","0","672998000"
"한국폴리텍 특성화대학 항공캠퍼스","사립","경남","532096000","525896000","1000000","5200000","116188000","45022000","3931000","60000000","0","0","7235000","648284000"
"한국항공대학교","사립","경기","7824459147","7236805067","114405010","473249070","5735963375","1541941000","1370313900","855327285","0","45116000","1923265190","13560422522"
"한국해양대학교","국공립","부산","13619440292","12250456382","158005710","1210978200","3101310168","1896743500","671460800","214196418","0","0","318909450","16720750460"
"한남대학교","사립","대전","29197411312","28914419092","74522570","208469650","12046346208","3253505220","3624170718","567720724","0","66466460","4534483086","41243757520"
"한동대학교","사립","경북","12285998928","11301710418","23719280","960569230","4212707414","912977100","1067151120","959708294","0","22818000","1250052900","16498706342"
"한라대학교","사립","강원","8041037021","7753531671","157694950","129810400","3619543464","1432486850","670448300","109583004","0","41679000","1365346310","11660580485"
"한림대학교","사립","강원","18971434380","18227593230","288542850","455298300","9206087870","4534824150","1284190050","611987100","0","0","2775086570","28177522250"
"한림성심대학교","사립","강원","8176608173","8047162173","68170000","61276000","2495604412","732140370","49094000","507962292","5870000","1000000","1199537750","10672212585"
"한밭대학교","국공립","대전","17430826628","17081783928","81922120","267120580","5686502792","2423346040","1056964840","1388654152","0","0","817537760","23117329420"
"한서대학교","사립","충남","16244621544","16021582644","114307900","108731000","8937036386","3524025000","1727907000","322422736","0","86830000","3275851650","25181657930"
"한성대학교","사립","서울","15723449286","15439385376","55257210","228806700","8625779000","1441031250","1422593039","1772106629","0","28136050","3961912032","24349228286"
"한세대학교","사립","경기","6435708150","6316497650","25108500","94102000","3848193848","771886000","1026690000","117843548","0","3586000","1928188300","10283901998"
"한신대학교","사립","경기","12708819437","12415987837","31667600","261164000","5245722578","1956469020","1394881000","777129658","0","85982000","1031260900","17954542015"
"한양대학교","사립","서울","29975636607","27157028127","258973960","2559634520","24730213578","3530476200","5097582820","1559617342","872200","120437000","14421228016","54705850185"
"한양대학교(ERICA)","사립","경기","23868796876","22645967006","341496420","881333450","16429463454","2307903200","6817581712","489551374","15231180","126548000","6672647988","40298260330"
"한양사이버대학교","사립","서울","18441133830","18403437330","6800000","30896500","7539068550","481552000","47100000","0","0","7200000","7003216550","25980202380"
"한양여자대학교","사립","서울","18094552594","17917173144","22246400","155133050","5489245104","2032876270","1892667470","275404666","0","856200","1287440498","23583797698"
"한영대학교","사립","전남","3424037092","3424037092","0","0","889906648","76860000","121843000","27476398","0","1876500","661850750","4313943740"
"한일장신대학교","사립","전북","3426253754","3367211154","2890000","56152600","1038056576","139595000","35340000","48428576","0","12984000","801709000","4464310330"
"협성대학교","사립","경기","10561131301","10504331301","16000000","40800000","5609462882","1489497239","2789660971","314939104","16701550","31576800","967087218","16170594183"
"혜전대학교","사립","충남","7107498200","7001190950","0","106307250","2340058775","126498800","557921090","279306400","0","48248060","1328084425","9447556975"
"호남대학교","사립","광주","18643218924","18451509764","39101860","152607300","8585831194","2418907700","355226070","465936984","0","74396600","5271363840","27229050118"
"호남신학대학교","사립","광주","1858616196","1821457996","0","37158200","563783370","254425700","800000","78869750","0","0","229687920","2422399566"
"호산대학교","사립","경북","4831422939","4823620939","4402000","3400000","1677861696","199400250","0","17510386","0","762750","1460188310","6509284635"
"호서대학교","사립","충남","28966536086","28201647866","475156680","289731540","15178879121","4422236200","3416107900","1873684248","0","100771000","5366079773","44145415207"
"호원대학교","사립","전북","16846877719","16766637439","38828280","41412000","6801314141","1181016900","98288000","223946596","3939650","135273000","5158849995","23648191860"
"홍익대학교","사립","서울","33593060677","32583356967","50567180","959136530","37266046466","17648206300","8743546200","4354288864","0","77652000","6442353102","70859107143"
"화성의과학대학교","사립","경기","85584436","72067036","6816400","6701000","297480174","105328000","78350250","9148564","0","0","104653360","383064610"
"화신사이버대학교","사립","부산","3511804582","3510804582","0","1000000","587156618","0","178815000","7358618","0","53445000","347538000","4098961200"
